"ts_code","symbol","name","area","industry","cnspell","market","list_date","act_name","act_ent_type","delist_date","list_status","fullname","enname","exchange","curr_type","is_hs"
"000567.SZ","000567","海德股份","海南","多元金融","hdgf","主板","19940525","","","","L","海南海德资本管理股份有限公司","Hainan Haide Capital Management Co.,Ltd.","SZSE","CNY","S"
"000568.SZ","000568","泸州老窖","四川","白酒","lzlj","主板","19940509","泸州市国有资产监督管理委员会","地方国企","","L","泸州老窖股份有限公司","Luzhou Laojiao Co.,Ltd","SZSE","CNY","S"
"000570.SZ","000570","苏常柴A","江苏","农用机械","scca","主板","19940701","常州市人民政府国有资产监督管理委员会","地方国企","","L","常柴股份有限公司","Changchai Co.,Ltd.","SZSE","CNY","N"
"000571.SZ","000571","新大洲A","海南","煤炭开采","xdza","主板","19940525","王文锋","民营企业","","L","新大洲控股股份有限公司","Sundiro Holding Co.,Ltd.","SZSE","CNY","N"
"000572.SZ","000572","海马汽车","海南","汽车整车","hmqc","主板","19940808","","","","L","海马汽车股份有限公司","Haima Automobile Co.,Ltd","SZSE","CNY","S"
"000573.SZ","000573","粤宏远A","广东","区域地产","yhya","主板","19940815","","","","L","东莞宏远工业区股份有限公司","DongGuan Winnerway Industry Zone Ltd.","SZSE","CNY","N"
"000576.SZ","000576","甘化科工","广东","电气设备","ghkg","主板","19940907","","","","L","广东甘化科工股份有限公司","Guangdong Ganhua Science & Industry Co., Ltd.","SZSE","CNY","N"
"000581.SZ","000581","威孚高科","江苏","汽车配件","wfgk","主板","19980924","无锡市人民政府国有资产监督管理委员会","地方国企","","L","无锡威孚高科技集团股份有限公司","Weifu High-Technology Group Co.,Ltd.","SZSE","CNY","S"
"000582.SZ","000582","北部湾港","广西","港口","bbwg","主板","19951102","","","","L","北部湾港股份有限公司","Beibu Gulf Port Co., Ltd.","SZSE","CNY","S"
"000584.SZ","000584","*ST工智","江苏","专用机械","stgz","主板","19951128","","","","L","江苏哈工智能机器人股份有限公司","Jiangsu Hagong Intelligent Robot Co.,Ltd","SZSE","CNY","N"
"000586.SZ","000586","汇源通信","四川","通信设备","hytx","主板","19951220","广州蕙富骐骥投资合伙企业(有限合伙)","无","","L","四川汇源光通信股份有限公司","Sichuan Huiyuan Optical Communications Co.,Ltd.","SZSE","CNY","N"
"000589.SZ","000589","贵州轮胎","贵州","汽车配件","gzlt","主板","19960308","贵阳市人民政府国有资产监督管理委员会","地方国企","","L","贵州轮胎股份有限公司","Guizhou Tyre Co., Ltd.","SZSE","CNY","S"
"000590.SZ","000590","启迪药业","湖南","中成药","qdyy","主板","19960119","无实际控制人","无","","L","启迪药业集团股份公司","Tus-Pharmaceutical Group Co., Ltd.","SZSE","CNY","N"
"000591.SZ","000591","太阳能","重庆","新型电力","tyn","主板","19960208","重庆市涪陵区国有资产监督管理委员会","地方国企","","L","中节能太阳能股份有限公司","Cecep Solar Energy Co.,Ltd.","SZSE","CNY","S"
"000592.SZ","000592","平潭发展","福建","林业","ptfz","主板","19960327","王志明","民营企业","","L","中福海峡(平潭)发展股份有限公司","Zhongfu Straits (Pingtan) Development Company Limited","SZSE","CNY","N"
"000593.SZ","000593","德龙汇能","四川","供气供热","dlhn","主板","19960312","","","","L","德龙汇能集团股份有限公司","Delong Composite Energy Group Co., Ltd","SZSE","CNY","N"
"000595.SZ","000595","*ST宝实","宁夏","机械基件","stbs","主板","19960419","宁夏回族自治区人民政府","地方国企","","L","宝塔实业股份有限公司","Baota Industry Co.,Ltd.","SZSE","CNY","N"
"000596.SZ","000596","古井贡酒","安徽","白酒","gjgj","主板","19960927","毫州市人民政府","地方国企","","L","安徽古井贡酒股份有限公司","Anhui Gujing Distillery Company Limited","SZSE","CNY","S"
"000597.SZ","000597","东北制药","辽宁","化学制药","dbzy","主板","19960523","","","","L","东北制药集团股份有限公司","Northeast Pharmaceutical Group Co., Ltd.","SZSE","CNY","S"
"000598.SZ","000598","兴蓉环境","四川","水务","xrhj","主板","19960529","成都市国有资产监督管理委员会","地方国企","","L","成都市兴蓉环境股份有限公司","Chengdu Xingrong Environment Co., Ltd.","SZSE","CNY","S"
"000599.SZ","000599","青岛双星","山东","汽车配件","qdsx","主板","19960430","青岛市人民政府国有资产监督管理委员会","地方国企","","L","青岛双星股份有限公司","Qingdao Doublestar Co., Ltd.","SZSE","CNY","N"
"000600.SZ","000600","建投能源","河北","火力发电","jtny","主板","19960606","","","","L","河北建投能源投资股份有限公司","Jointo Energy Investment Co., Ltd. Hebei.","SZSE","CNY","S"
"000601.SZ","000601","韶能股份","广东","水力发电","sngf","主板","19960830","","","","L","广东韶能集团股份有限公司","Guangdong Shaoneng Group Co.,Ltd","SZSE","CNY","S"
"000603.SZ","000603","盛达资源","北京","铅锌","sdzy","主板","19960823","","","","L","盛达金属资源股份有限公司","Shengda Resources Co.,Ltd.","SZSE","CNY","S"
"000605.SZ","000605","渤海股份","北京","水务","bhgf","主板","19960913","天津市人民政府国有资产监督管理委员会","地方国企","","L","渤海水业股份有限公司","Bohai Water Industry Co., Ltd.","SZSE","CNY","N"
"000607.SZ","000607","华媒控股","浙江","广告包装","hmkg","主板","19960830","杭州日报报业集团(杭州日报社)","地方国企","","L","浙江华媒控股股份有限公司","Zhejiang Huamei Holding Co., Ltd.","SZSE","CNY","N"
"000608.SZ","000608","*ST阳光","广西","区域地产","styg","主板","19960919","陈华","民营企业","","L","阳光新业地产股份有限公司","Yang Guang Co., Ltd.","SZSE","CNY","N"
"000609.SZ","000609","ST中迪","北京","区域地产","stzd","主板","19961010","吴珺","民营企业","","L","北京中迪投资股份有限公司","Beijing Zodi Investment Co., Ltd.","SZSE","CNY","N"
"000610.SZ","000610","西安旅游","陕西","旅游服务","xaly","主板","19960926","西安市人民政府","地方国企","","L","西安旅游股份有限公司","Xi'an Tourism Co.,Ltd.","SZSE","CNY","N"
"000612.SZ","000612","焦作万方","河南","铝","jzwf","主板","19960926","","","","L","焦作万方铝业股份有限公司","Jiaozuo Wanfang Aluminum Manufacturing Co., Ltd","SZSE","CNY","S"
"000615.SZ","000615","*ST美谷","湖北","医疗保健","stmg","主板","19961016","郭梓文","民营企业","","L","奥园美谷科技股份有限公司","Aoyuan Beauty Valley Technology Co.,Ltd.","SZSE","CNY","N"
"000617.SZ","000617","中油资本","新疆","多元金融","zyzb","主板","19961022","","","","L","中国石油集团资本股份有限公司","Cnpc Capital Company Limited","SZSE","CNY","S"
"000619.SZ","000619","海螺新材","安徽","其他建材","hlxc","主板","19961023","","","","L","海螺(安徽)节能环保新材料股份有限公司","Conch (Anhui) Energy Saving and Environment Protection New Material Co., Ltd.","SZSE","CNY","N"
"000620.SZ","000620","新华联","北京","全国地产","xhl","主板","19961029","","","","L","新华联文化旅游发展股份有限公司","Macrolink Culturaltainment Development Co., Ltd.","SZSE","CNY","S"
"000622.SZ","000622","*ST恒立","湖南","批发业","sthl","主板","19961107","马伟进","民营企业","","L","恒立实业发展集团股份有限公司","Hengli Industrial Development Group Co.,Ltd.","SZSE","CNY","N"
"000623.SZ","000623","吉林敖东","吉林","中成药","jlad","主板","19961028","","","","L","吉林敖东药业集团股份有限公司","Jilin Aodong Pharmaceutical Group Co., Ltd.","SZSE","CNY","S"
"000625.SZ","000625","长安汽车","重庆","汽车整车","caqc","主板","19970610","","","","L","重庆长安汽车股份有限公司","Chongqing Changan Automobile Company Limited","SZSE","CNY","S"
"000626.SZ","000626","远大控股","江苏","商贸代理","ydkg","主板","19961128","","","","L","远大产业控股股份有限公司","Grand Industrial Holding Co., Ltd","SZSE","CNY","N"
"000627.SZ","000627","天茂集团","湖北","保险","tmjt","主板","19961112","","","","L","天茂实业集团股份有限公司","Hubei Biocause Pharmaceutical Co.,Ltd.","SZSE","CNY","S"
"000628.SZ","000628","高新发展","四川","建筑工程","gxfz","主板","19961118","","","","L","成都高新发展股份有限公司","Chengdu Hi-Tech Development Co., Ltd.","SZSE","CNY","S"
"000629.SZ","000629","钒钛股份","四川","小金属","ftgf","主板","19961115","","","","L","攀钢集团钒钛资源股份有限公司","Pangang Group Vanadium & Titanium Resources Co., Ltd.","SZSE","CNY","S"
"000630.SZ","000630","铜陵有色","安徽","铜","tlys","主板","19961120","","","","L","铜陵有色金属集团股份有限公司","Tongling Nonferrous Metals Group Co.,Ltd.","SZSE","CNY","S"
"000631.SZ","000631","顺发恒业","浙江","综合类","sfhy","主板","19961122","","","","L","顺发恒能股份公司","Shunfa Hengneng Corporation","SZSE","CNY","S"
"000632.SZ","000632","三木集团","福建","综合类","smjt","主板","19961121","福州经济技术开发区财政局","地方国企","","L","福建三木集团股份有限公司","Fujian Sanmu Group Co., Ltd.","SZSE","CNY","N"
"000633.SZ","000633","合金投资","新疆","小金属","hjtz","主板","19961112","孙广信","民营企业","","L","新疆合金投资股份有限公司","Xinjiang Hejin Holding Co.,Ltd","SZSE","CNY","N"
"000635.SZ","000635","英力特","宁夏","化工原料","ylt","主板","19961120","","","","L","宁夏英力特化工股份有限公司","Ningxia Younglight Chemicals Co.,Ltd","SZSE","CNY","N"
"000636.SZ","000636","风华高科","广东","元器件","fhgk","主板","19961129","","","","L","广东风华高新科技股份有限公司","Guangdong Fenghua Advanced Technology (Holding) Co.,Ltd.","SZSE","CNY","S"
"000637.SZ","000637","茂化实华","广东","石油加工","mhsh","主板","19961114","","","","L","茂名石化实华股份有限公司","Maoming Petro-Chemical Shihua Co.,Ltd","SZSE","CNY","N"
"000638.SZ","000638","*ST万方","吉林","农业综合","stwf","主板","19961126","白山市江源区财政局","地方国企","","L","万方城镇投资发展股份有限公司","Vanfund Urban Investment&Development Co.,Ltd.","SZSE","CNY","N"
"000639.SZ","000639","西王食品","山东","食品","xwsp","主板","19961126","王勇","民营企业","","L","西王食品股份有限公司","Xiwang Foodstuffs Co.,Ltd.","SZSE","CNY","N"
"000650.SZ","000650","仁和药业","江西","中成药","rhyy","主板","19961210","","","","L","仁和药业股份有限公司","Renhe Pharmacy Co.,Ltd","SZSE","CNY","S"
"000651.SZ","000651","格力电器","广东","家用电器","gldq","主板","19961118","珠海市人民政府国有资产监督管理委员会","地方国企","","L","珠海格力电器股份有限公司","Gree Electric Appliances,Inc.of Zhuhai","SZSE","CNY","S"
"000652.SZ","000652","泰达股份","天津","批发业","tdgf","主板","19961128","","","","L","天津泰达股份有限公司","Tianjin Teda Co., Ltd.","SZSE","CNY","S"
"000655.SZ","000655","金岭矿业","山东","普钢","jlky","主板","19961128","","","","L","山东金岭矿业股份有限公司","Shandong Jinling Mining Co., Ltd.","SZSE","CNY","N"
"000656.SZ","000656","*ST金科","重庆","全国地产","stjk","主板","19961128","","","","L","金科地产集团股份有限公司","Jinke Property Group Co.,Ltd.","SZSE","CNY","N"
"000657.SZ","000657","中钨高新","海南","小金属","zwgx","主板","19961205","","","","L","中钨高新材料股份有限公司","China Tungsten and Hightech Materials Co.,Ltd.","SZSE","CNY","S"
"000659.SZ","000659","珠海中富","广东","广告包装","zhzf","主板","19961203","陕西新丝路进取一号投资合伙企业(有限合伙)","民营企业","","L","珠海中富实业股份有限公司","Zhuhai Zhongfu Enterprise Co.,Ltd","SZSE","CNY","N"
"000661.SZ","000661","长春高新","吉林","生物制药","ccgx","主板","19961218","长春市人民政府","地方国企","","L","长春高新技术产业(集团)股份有限公司","Changchun High-Tech Industry (Group) Co., Ltd.","SZSE","CNY","S"
"000663.SZ","000663","永安林业","福建","林业","yaly","主板","19961206","国务院国有资产监督管理委员会","中央国企","","L","福建省永安林业(集团)股份有限公司","Fujian Yongan Forestry(Group) Joint-Stock Co.,Ltd.","SZSE","CNY","N"
"000665.SZ","000665","湖北广电","湖北","影视音像","hbgd","主板","19961210","","","","L","湖北省广播电视信息网络股份有限公司","Hubei Radio & Television Information Network Co., Ltd.","SZSE","CNY","S"
"000668.SZ","000668","*ST荣控","山东","房产服务","strk","主板","19961210","王征","外资企业","","L","荣丰控股集团股份有限公司","Rongfengholding Group Co.,Ltd.","SZSE","CNY","N"
"000669.SZ","000669","ST金鸿","吉林","供气供热","stjh","主板","19961210","","","","L","金鸿控股集团股份有限公司","Jinhong Holdings Group Co., Ltd.","SZSE","CNY","N"
"000670.SZ","000670","盈方微","湖北","元器件","yfw","主板","19961217","陈炎表","民营企业","","L","盈方微电子股份有限公司","Infotmic Co.,Ltd","SZSE","CNY","S"
"000672.SZ","000672","上峰水泥","甘肃","水泥","sfsn","主板","19961218","","","","L","甘肃上峰水泥股份有限公司","Gansu Shangfeng Cement Co.,Ltd","SZSE","CNY","S"
"000676.SZ","000676","智度股份","广东","互联网","zdgf","主板","19961224","李向清","民营企业","","L","智度科技股份有限公司","Genimous Technology Co.,Ltd.","SZSE","CNY","S"
"000677.SZ","000677","恒天海龙","山东","化纤","hthl","主板","19961226","潍坊市人民政府","地方国企","","L","恒天海龙股份有限公司","Chtc Helon Co., Ltd.","SZSE","CNY","N"
